ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Furnished_Status,Floor_No,Total_Floors,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Good_Investment,Property_Age
249684,Jharkhand,Ranchi,Locality_145,Villa,5,4128,56.46,1367.7325581395348,Semi-furnished,23,8,1,8,Medium,Yes,No,Clubhouse,West,Broker,Ready_to_Move,1,34
106384,Odisha,Bhubaneswar,Locality_128,Independent House,2,3593,60.0,1669.9137211244085,Unfurnished,4,17,2,9,High,No,No,"Pool, Gym, Garden, Playground",East,Builder,Ready_to_Move,1,3
99274,Kerala,Kochi,Locality_326,Villa,1,1597,475.95,29802.75516593613,Semi-furnished,14,26,6,9,Medium,Yes,No,Garden,East,Broker,Under_Construction,0,25
12212,West Bengal,Durgapur,Locality_349,Independent House,5,4938,473.96,9598.21790198461,Furnished,29,6,9,6,Low,No,Yes,"Clubhouse, Garden, Gym, Playground, Pool",West,Broker,Under_Construction,0,18
237101,Haryana,Gurgaon,Locality_352,Villa,5,2327,85.02,3653.631284916201,Semi-furnished,11,1,2,8,Low,Yes,Yes,"Gym, Clubhouse, Garden, Pool, Playground",West,Builder,Ready_to_Move,1,10
231451,Andhra Pradesh,Vishakhapatnam,Locality_314,Apartment,3,1214,22.76,1874.7940691927513,Unfurnished,26,14,6,6,Medium,Yes,Yes,"Clubhouse, Garden, Playground, Gym, Pool",East,Broker,Under_Construction,1,7
23864,Rajasthan,Jaipur,Locality_471,Apartment,5,4646,46.17,993.7580714593198,Furnished,23,13,1,7,Medium,Yes,Yes,"Clubhouse, Garden",East,Builder,Ready_to_Move,1,2
111390,Bihar,Patna,Locality_120,Villa,5,1622,278.74,17184.956843403204,Semi-furnished,25,17,4,3,High,Yes,No,"Gym, Garden, Pool, Playground",South,Owner,Ready_to_Move,0,28
97002,Haryana,Gurgaon,Locality_37,Apartment,4,4989,254.08,5092.804169172179,Semi-furnished,27,2,8,5,Low,No,Yes,"Playground, Pool, Garden, Gym",East,Broker,Ready_to_Move,1,6
183327,Odisha,Cuttack,Locality_77,Apartment,1,3659,477.89,13060.67231484012,Unfurnished,11,2,7,1,Low,Yes,No,"Playground, Pool, Gym",East,Builder,Ready_to_Move,0,3
93120,Madhya Pradesh,Indore,Locality_162,Apartment,2,601,51.18,8515.806988352746,Furnished,16,23,1,5,High,Yes,No,"Garden, Playground, Pool, Clubhouse",North,Owner,Ready_to_Move,1,6
97666,Punjab,Ludhiana,Locality_40,Apartment,2,4525,490.31,10835.580110497238,Semi-furnished,30,30,4,4,Low,No,Yes,"Pool, Playground",South,Owner,Under_Construction,0,26
198970,Kerala,Kochi,Locality_190,Apartment,3,1718,359.78,20941.792782305005,Furnished,2,16,7,3,Medium,No,Yes,Playground,West,Builder,Ready_to_Move,0,20
78676,Gujarat,Surat,Locality_213,Apartment,4,3881,176.21,4540.3246585931465,Semi-furnished,29,2,4,2,High,Yes,No,"Garden, Playground, Pool, Clubhouse, Gym",West,Builder,Under_Construction,1,7
134542,Uttar Pradesh,Lucknow,Locality_108,Independent House,4,2438,193.86,7951.599671862182,Furnished,10,22,10,7,High,No,Yes,"Clubhouse, Garden, Playground, Gym, Pool",South,Owner,Under_Construction,1,33
17019,Kerala,Trivandrum,Locality_441,Apartment,4,1928,161.73,8388.485477178423,Furnished,4,29,3,9,High,Yes,Yes,"Clubhouse, Gym, Garden, Pool",South,Builder,Under_Construction,1,8
62881,Haryana,Faridabad,Locality_299,Apartment,3,1915,279.83,14612.532637075718,Semi-furnished,9,13,6,3,High,No,Yes,Pool,West,Builder,Ready_to_Move,0,21
37991,Telangana,Warangal,Locality_200,Independent House,2,2034,282.57,13892.330383480827,Unfurnished,8,3,10,3,Low,Yes,No,"Playground, Gym, Pool, Clubhouse",South,Builder,Under_Construction,0,7
150439,Gujarat,Surat,Locality_468,Villa,1,1430,355.62,24868.53146853147,Furnished,7,11,3,1,Medium,Yes,Yes,"Garden, Pool, Clubhouse, Playground, Gym",East,Broker,Under_Construction,0,6
153218,Delhi,New Delhi,Locality_236,Apartment,1,4532,192.68,4251.544571932922,Semi-furnished,0,2,6,2,High,Yes,No,"Gym, Clubhouse, Garden, Pool, Playground",North,Broker,Under_Construction,1,10
238367,Bihar,Patna,Locality_37,Apartment,1,729,112.62,15448.559670781893,Semi-furnished,14,2,10,10,Medium,Yes,Yes,Pool,South,Broker,Ready_to_Move,0,18
7950,Madhya Pradesh,Indore,Locality_449,Independent House,4,3780,81.83,2164.814814814815,Unfurnished,28,22,5,10,Medium,Yes,No,Playground,South,Owner,Under_Construction,1,32
109329,Andhra Pradesh,Vijayawada,Locality_263,Villa,1,2518,139.05,5522.239872915013,Semi-furnished,16,17,5,8,Medium,No,No,"Clubhouse, Garden, Gym",East,Owner,Ready_to_Move,1,16
79900,Andhra Pradesh,Vijayawada,Locality_17,Villa,4,4492,186.23,4145.814781834372,Furnished,24,25,5,9,Low,Yes,Yes,"Pool, Playground, Gym, Clubhouse, Garden",South,Owner,Under_Construction,1,24
189464,Chhattisgarh,Bilaspur,Locality_433,Apartment,3,3778,236.6,6262.572789835892,Unfurnished,28,1,3,8,High,No,No,"Garden, Playground, Gym, Clubhouse",East,Builder,Ready_to_Move,1,28
118712,Gujarat,Surat,Locality_357,Villa,4,3045,105.16,3453.5303776683086,Furnished,1,21,3,4,High,No,Yes,"Garden, Pool, Clubhouse",South,Owner,Ready_to_Move,1,27
50458,Jharkhand,Ranchi,Locality_475,Villa,2,4872,230.07,4722.290640394089,Semi-furnished,6,30,1,10,High,Yes,No,"Gym, Pool",North,Builder,Ready_to_Move,1,6
27666,Haryana,Faridabad,Locality_256,Independent House,5,2345,61.85,2637.5266524520257,Semi-furnished,16,12,3,7,Low,No,No,"Playground, Clubhouse",West,Broker,Under_Construction,1,8
83475,Delhi,Dwarka,Locality_322,Apartment,1,4392,221.95,5053.5063752276865,Unfurnished,6,28,4,9,Medium,Yes,No,"Gym, Playground",West,Builder,Under_Construction,1,12
24972,Haryana,Gurgaon,Locality_116,Villa,3,2810,68.01,2420.2846975088974,Unfurnished,26,18,8,6,Medium,No,No,"Gym, Garden, Pool",West,Broker,Ready_to_Move,1,31
41419,Tamil Nadu,Chennai,Locality_422,Villa,2,3521,105.33,2991.479693268958,Unfurnished,17,24,4,10,Medium,Yes,Yes,"Garden, Playground, Gym",South,Owner,Ready_to_Move,1,7
131953,Rajasthan,Jaipur,Locality_293,Independent House,5,1613,130.61,8097.334159950404,Unfurnished,19,23,2,6,Low,No,No,Playground,North,Broker,Ready_to_Move,1,9
248753,Karnataka,Mysore,Locality_197,Independent House,2,3558,79.65,2238.6172006745364,Semi-furnished,19,21,9,2,High,No,Yes,"Pool, Gym, Playground, Clubhouse, Garden",South,Broker,Ready_to_Move,1,26
217052,Assam,Guwahati,Locality_446,Independent House,4,1445,178.27,12337.024221453286,Semi-furnished,21,17,2,2,Medium,Yes,Yes,"Pool, Gym, Playground, Garden, Clubhouse",South,Builder,Under_Construction,0,26
89140,Chhattisgarh,Raipur,Locality_262,Villa,5,3389,30.18,890.5281794039539,Furnished,23,20,4,10,Medium,No,Yes,Playground,East,Builder,Under_Construction,1,9
8877,West Bengal,Kolkata,Locality_108,Independent House,1,1634,171.91,10520.807833537332,Furnished,15,8,5,6,Medium,No,Yes,"Clubhouse, Pool, Gym, Garden",West,Builder,Ready_to_Move,0,16
202707,Assam,Guwahati,Locality_171,Independent House,5,2790,188.02,6739.068100358423,Semi-furnished,12,13,1,9,Low,No,Yes,"Clubhouse, Garden, Playground, Pool",East,Owner,Ready_to_Move,1,32
192631,West Bengal,Durgapur,Locality_297,Villa,4,3289,247.4,7522.043174217088,Furnished,11,5,4,10,Low,No,No,"Clubhouse, Pool, Playground, Garden",East,Broker,Ready_to_Move,1,12
120529,Karnataka,Bangalore,Locality_97,Villa,2,3572,197.13,5518.756998880179,Furnished,1,25,5,8,Low,No,No,"Garden, Pool, Clubhouse, Playground",East,Builder,Ready_to_Move,1,9
188861,Tamil Nadu,Coimbatore,Locality_64,Independent House,2,1652,439.01,26574.455205811137,Semi-furnished,2,16,2,5,High,Yes,No,"Clubhouse, Playground, Garden, Pool, Gym",North,Builder,Under_Construction,0,7
217007,Rajasthan,Jodhpur,Locality_230,Villa,1,2631,289.27,10994.678829342456,Unfurnished,23,19,6,2,High,Yes,Yes,"Clubhouse, Pool, Garden, Gym, Playground",North,Broker,Ready_to_Move,0,2
61434,Uttar Pradesh,Lucknow,Locality_287,Apartment,5,3482,309.99,8902.642159678346,Furnished,14,8,6,10,Low,Yes,Yes,"Pool, Garden, Playground, Clubhouse",North,Builder,Under_Construction,1,23
241424,Punjab,Ludhiana,Locality_26,Independent House,3,2251,464.89,20652.598844957796,Semi-furnished,27,1,5,2,High,No,No,"Playground, Pool",North,Owner,Under_Construction,0,6
122016,Tamil Nadu,Chennai,Locality_321,Independent House,2,2538,398.33,15694.641449960598,Semi-furnished,30,20,10,10,Low,Yes,Yes,"Garden, Clubhouse, Gym, Playground",North,Owner,Under_Construction,0,28
128128,Odisha,Bhubaneswar,Locality_327,Villa,3,1459,446.06,30572.995202193284,Unfurnished,2,13,1,3,High,Yes,Yes,"Clubhouse, Playground, Garden, Pool",West,Builder,Under_Construction,0,15
87415,West Bengal,Kolkata,Locality_276,Independent House,5,4962,307.36,6194.276501410722,Semi-furnished,1,28,10,2,Low,No,No,"Pool, Gym, Clubhouse, Playground, Garden",West,Owner,Ready_to_Move,1,13
132276,Madhya Pradesh,Indore,Locality_482,Apartment,1,916,134.94,14731.441048034934,Unfurnished,29,9,9,1,Medium,No,Yes,"Gym, Playground, Garden, Pool, Clubhouse",East,Builder,Under_Construction,0,6
187142,Telangana,Hyderabad,Locality_55,Independent House,1,3795,497.69,13114.361001317524,Furnished,22,19,7,9,Low,No,No,"Garden, Clubhouse",West,Broker,Ready_to_Move,0,23
76481,Madhya Pradesh,Bhopal,Locality_294,Villa,5,3809,307.24,8066.15909687582,Semi-furnished,12,3,1,9,Low,No,Yes,"Gym, Pool, Clubhouse",North,Owner,Ready_to_Move,1,32
145495,Assam,Guwahati,Locality_460,Apartment,3,1342,27.11,2020.1192250372578,Unfurnished,7,8,6,10,Low,Yes,No,Pool,South,Broker,Ready_to_Move,1,10
190756,Madhya Pradesh,Bhopal,Locality_80,Apartment,5,2482,242.38,9765.511684125706,Semi-furnished,3,14,6,9,High,No,No,"Pool, Playground, Garden, Gym",West,Broker,Ready_to_Move,1,31
245639,Punjab,Amritsar,Locality_100,Independent House,1,1840,342.83,18632.065217391304,Semi-furnished,6,30,7,2,Low,Yes,No,"Gym, Pool",East,Owner,Under_Construction,0,22
243655,Chhattisgarh,Bilaspur,Locality_417,Villa,3,3640,247.22,6791.758241758242,Semi-furnished,14,3,8,1,Low,Yes,No,"Clubhouse, Pool, Gym, Garden, Playground",South,Owner,Ready_to_Move,1,5
225446,Haryana,Gurgaon,Locality_74,Independent House,5,3439,320.97,9333.236405931959,Unfurnished,24,15,9,6,Medium,Yes,No,"Gym, Pool, Clubhouse, Garden, Playground",East,Owner,Under_Construction,1,14
26289,Gujarat,Surat,Locality_387,Apartment,2,3494,88.81,2541.785918717802,Semi-furnished,16,8,3,4,Medium,Yes,Yes,"Clubhouse, Gym, Playground, Pool, Garden",North,Owner,Ready_to_Move,1,33
75421,Chhattisgarh,Raipur,Locality_137,Independent House,5,2516,401.65,15963.83147853736,Semi-furnished,10,12,6,7,Low,No,No,Playground,East,Broker,Ready_to_Move,0,22
2924,West Bengal,Kolkata,Locality_279,Independent House,5,2993,144.3,4821.249582358838,Furnished,2,9,6,9,High,Yes,No,"Clubhouse, Garden, Playground",West,Owner,Ready_to_Move,1,14
117131,Odisha,Cuttack,Locality_85,Independent House,1,1779,298.19,16761.66385609893,Furnished,28,30,9,10,Medium,Yes,Yes,Gym,South,Owner,Under_Construction,0,3
78898,Odisha,Bhubaneswar,Locality_166,Apartment,1,4089,286.75,7012.717045732453,Furnished,10,13,9,4,High,No,Yes,"Garden, Clubhouse, Gym, Pool, Playground",West,Broker,Ready_to_Move,1,5
47608,Rajasthan,Jaipur,Locality_445,Apartment,1,2935,489.74,16686.201022146506,Unfurnished,12,6,2,7,High,No,Yes,Pool,West,Builder,Ready_to_Move,0,12
68406,Chhattisgarh,Raipur,Locality_376,Apartment,4,4463,95.44,2138.4718799014117,Furnished,15,9,5,4,High,Yes,Yes,Garden,South,Owner,Ready_to_Move,1,27
46410,Telangana,Hyderabad,Locality_465,Apartment,2,1213,256.92,21180.544105523495,Furnished,30,26,10,8,Medium,No,Yes,"Playground, Gym, Pool",South,Builder,Under_Construction,0,7
48967,Delhi,New Delhi,Locality_373,Apartment,1,1167,270.31,23162.81062553556,Semi-furnished,13,13,8,6,Low,No,No,"Pool, Gym",North,Owner,Under_Construction,0,8
149859,Kerala,Trivandrum,Locality_121,Independent House,4,4044,434.84,10752.720079129575,Semi-furnished,2,1,4,4,High,No,No,"Playground, Pool, Garden",South,Broker,Under_Construction,0,25
76373,Madhya Pradesh,Bhopal,Locality_290,Independent House,5,1832,469.0,25600.43668122271,Furnished,13,30,6,2,High,Yes,No,"Gym, Clubhouse, Pool",North,Builder,Ready_to_Move,0,9
65270,Karnataka,Mysore,Locality_158,Independent House,3,1717,77.07,4488.642981945252,Unfurnished,14,29,7,5,Low,Yes,Yes,"Clubhouse, Pool, Playground, Gym",West,Builder,Under_Construction,1,33
169601,Haryana,Gurgaon,Locality_388,Independent House,3,650,30.13,4635.384615384615,Furnished,0,5,6,9,High,No,No,"Gym, Garden, Pool, Clubhouse, Playground",South,Broker,Ready_to_Move,1,32
164947,Jharkhand,Jamshedpur,Locality_368,Independent House,5,4787,109.63,2290.160852308335,Furnished,25,26,6,8,Medium,Yes,No,"Pool, Playground, Gym",West,Owner,Under_Construction,1,34
221613,Kerala,Trivandrum,Locality_91,Independent House,5,2506,385.2,15371.109337589785,Furnished,6,28,7,3,High,No,No,"Playground, Gym",South,Owner,Under_Construction,0,18
140294,Jharkhand,Ranchi,Locality_409,Villa,3,2712,429.03,15819.690265486726,Furnished,10,6,3,6,High,Yes,No,"Clubhouse, Pool, Playground, Garden",South,Builder,Ready_to_Move,0,23
203314,Delhi,New Delhi,Locality_335,Independent House,3,4540,427.75,9421.80616740088,Unfurnished,2,7,7,10,Medium,No,No,"Garden, Clubhouse, Pool, Playground, Gym",East,Owner,Under_Construction,1,18
16439,Rajasthan,Jodhpur,Locality_133,Independent House,3,705,115.98,16451.063829787236,Semi-furnished,6,3,2,9,High,Yes,Yes,Gym,South,Owner,Ready_to_Move,0,15
110538,Gujarat,Ahmedabad,Locality_33,Apartment,4,3375,250.33,7417.185185185185,Unfurnished,26,16,7,10,Medium,Yes,Yes,"Garden, Gym",East,Owner,Ready_to_Move,1,28
171675,Maharashtra,Nagpur,Locality_59,Villa,1,3100,478.46,15434.193548387097,Furnished,5,16,3,6,High,Yes,No,"Playground, Gym, Garden, Clubhouse",South,Owner,Ready_to_Move,0,28
92684,Haryana,Faridabad,Locality_462,Villa,5,4698,237.83,5062.366964665815,Unfurnished,2,11,6,2,Medium,No,Yes,"Playground, Garden, Clubhouse, Gym, Pool",East,Owner,Ready_to_Move,1,19
247555,Delhi,Dwarka,Locality_303,Apartment,1,3651,236.13,6467.5431388660645,Furnished,0,9,4,3,High,Yes,Yes,"Playground, Gym, Clubhouse, Pool, Garden",South,Broker,Under_Construction,1,10
13548,Kerala,Kochi,Locality_469,Villa,4,2510,287.25,11444.223107569722,Furnished,25,14,1,5,Medium,No,Yes,"Garden, Clubhouse, Playground, Gym, Pool",West,Broker,Under_Construction,0,18
131900,Haryana,Gurgaon,Locality_13,Apartment,3,3566,56.69,1589.736399326977,Semi-furnished,26,27,1,8,Medium,No,No,"Clubhouse, Playground, Garden, Gym, Pool",West,Builder,Ready_to_Move,1,32
120098,Uttarakhand,Dehradun,Locality_85,Villa,2,2170,195.62,9014.746543778801,Unfurnished,19,15,7,1,Medium,No,No,Pool,West,Owner,Ready_to_Move,1,9
5473,Rajasthan,Jaipur,Locality_210,Independent House,4,4937,402.77,8158.19323475795,Furnished,16,1,9,7,Low,Yes,Yes,"Clubhouse, Pool",South,Owner,Under_Construction,1,17
58538,Tamil Nadu,Coimbatore,Locality_313,Independent House,1,4560,265.93,5831.798245614035,Semi-furnished,30,6,4,8,Medium,Yes,No,Playground,South,Broker,Under_Construction,1,2
61066,Jharkhand,Ranchi,Locality_219,Independent House,4,4570,467.5,10229.75929978118,Semi-furnished,26,9,6,8,Low,Yes,No,"Playground, Garden, Gym, Pool",East,Owner,Under_Construction,1,28
20013,Jharkhand,Jamshedpur,Locality_83,Apartment,5,2673,29.06,1087.167976056865,Semi-furnished,0,14,4,1,Low,Yes,Yes,"Clubhouse, Gym",North,Owner,Ready_to_Move,1,12
218940,West Bengal,Durgapur,Locality_95,Independent House,3,1281,148.13,11563.622170179548,Semi-furnished,9,23,9,5,Medium,No,Yes,"Playground, Garden, Pool, Clubhouse",West,Owner,Ready_to_Move,0,10
86396,Delhi,New Delhi,Locality_340,Apartment,5,2857,148.05,5182.009100455023,Furnished,3,8,10,5,Low,No,No,Garden,East,Owner,Ready_to_Move,1,34
220888,Andhra Pradesh,Vijayawada,Locality_7,Villa,3,4102,449.81,10965.626523647,Unfurnished,4,23,5,3,High,No,Yes,"Playground, Pool",West,Builder,Ready_to_Move,0,35
203758,Kerala,Kochi,Locality_193,Apartment,3,3186,269.67,8464.21845574388,Furnished,14,21,6,2,High,No,Yes,"Clubhouse, Pool",North,Broker,Ready_to_Move,1,26
80390,Andhra Pradesh,Vishakhapatnam,Locality_384,Independent House,3,4300,127.32,2960.9302325581393,Unfurnished,15,23,3,4,Low,No,Yes,"Gym, Playground, Garden, Pool, Clubhouse",North,Builder,Under_Construction,1,28
122485,Jharkhand,Ranchi,Locality_313,Villa,1,904,50.39,5574.115044247787,Unfurnished,10,28,10,4,High,Yes,Yes,Clubhouse,West,Broker,Under_Construction,1,25
82298,Bihar,Gaya,Locality_49,Apartment,1,4516,78.46,1737.378210806023,Semi-furnished,26,19,9,1,Medium,No,No,"Pool, Garden, Playground",East,Broker,Under_Construction,1,2
238007,Maharashtra,Nagpur,Locality_380,Villa,3,4643,287.84,6199.4400172302385,Semi-furnished,20,20,3,5,Low,Yes,No,"Playground, Pool, Clubhouse, Gym, Garden",South,Builder,Under_Construction,1,26
20169,Bihar,Patna,Locality_226,Villa,4,4752,187.68,3949.4949494949497,Furnished,17,6,10,8,High,Yes,No,"Garden, Playground, Gym, Clubhouse",North,Owner,Under_Construction,1,5
209749,Kerala,Trivandrum,Locality_60,Apartment,5,3372,439.78,13042.111506524318,Semi-furnished,18,28,4,1,High,Yes,No,"Playground, Clubhouse, Garden",North,Broker,Ready_to_Move,0,17
236692,Telangana,Hyderabad,Locality_345,Independent House,4,3158,108.86,3447.1184293856873,Furnished,0,19,6,10,Medium,Yes,Yes,"Playground, Pool, Clubhouse, Garden",South,Builder,Under_Construction,1,7
147160,Kerala,Trivandrum,Locality_460,Independent House,3,4870,368.06,7557.700205338809,Furnished,28,25,7,8,High,Yes,No,"Playground, Gym, Clubhouse, Pool, Garden",West,Builder,Ready_to_Move,1,19
126152,Karnataka,Mysore,Locality_418,Independent House,4,3649,39.52,1083.0364483420117,Unfurnished,16,8,6,1,Medium,Yes,No,"Clubhouse, Playground",South,Owner,Under_Construction,1,35
201898,Assam,Silchar,Locality_254,Apartment,5,2889,69.16,2393.907926618207,Semi-furnished,4,22,9,9,Medium,No,Yes,Garden,West,Owner,Ready_to_Move,1,25
101068,Karnataka,Bangalore,Locality_257,Apartment,5,2834,109.32,3857.4453069865913,Furnished,28,12,10,10,Medium,Yes,No,"Gym, Clubhouse, Playground",East,Owner,Ready_to_Move,1,30
206449,Uttarakhand,Dehradun,Locality_58,Villa,1,4917,431.64,8778.523489932886,Unfurnished,26,29,2,2,High,No,Yes,"Playground, Pool",East,Owner,Under_Construction,1,26
181759,Punjab,Ludhiana,Locality_390,Villa,5,1805,176.73,9791.135734072022,Unfurnished,7,10,2,3,Low,Yes,No,"Playground, Gym, Clubhouse, Garden, Pool",North,Broker,Ready_to_Move,0,27
155817,Haryana,Faridabad,Locality_350,Apartment,4,2147,348.75,16243.595714951094,Furnished,13,24,8,2,Low,Yes,Yes,Playground,North,Builder,Ready_to_Move,0,33
215330,West Bengal,Durgapur,Locality_464,Independent House,5,4153,139.37,3355.88731037804,Semi-furnished,16,18,2,3,High,No,No,"Garden, Playground, Pool, Gym, Clubhouse",North,Builder,Ready_to_Move,1,3
172950,Maharashtra,Pune,Locality_409,Apartment,4,4370,55.64,1273.2265446224255,Semi-furnished,15,28,5,5,High,Yes,Yes,"Garden, Clubhouse",West,Broker,Ready_to_Move,1,14
203186,Jharkhand,Ranchi,Locality_145,Villa,3,2480,465.57,18772.983870967742,Furnished,17,2,6,1,Medium,No,Yes,"Clubhouse, Gym, Pool, Garden",East,Broker,Under_Construction,0,35
141253,Odisha,Bhubaneswar,Locality_255,Villa,1,1154,356.09,30857.019064124783,Semi-furnished,28,12,8,7,High,Yes,No,"Gym, Garden, Clubhouse, Pool, Playground",South,Owner,Ready_to_Move,0,23
234569,Gujarat,Ahmedabad,Locality_181,Apartment,1,2620,323.86,12361.068702290077,Unfurnished,18,5,1,10,Low,No,Yes,"Playground, Clubhouse, Pool",North,Builder,Ready_to_Move,0,16
24158,Jharkhand,Ranchi,Locality_18,Independent House,3,1344,146.33,10887.648809523811,Furnished,1,20,2,6,Medium,Yes,Yes,"Clubhouse, Pool, Garden, Playground, Gym",South,Owner,Ready_to_Move,0,17
91661,Bihar,Gaya,Locality_348,Independent House,1,3849,101.95,2648.739932449987,Furnished,20,7,4,8,High,Yes,Yes,"Clubhouse, Garden, Gym",North,Builder,Ready_to_Move,1,4
217283,Uttar Pradesh,Noida,Locality_405,Independent House,5,4292,365.82,8523.299161230196,Furnished,0,17,10,3,Medium,No,Yes,"Gym, Garden, Clubhouse, Playground",West,Broker,Under_Construction,1,33
168770,West Bengal,Durgapur,Locality_420,Villa,3,4344,87.07,2004.3738489871087,Unfurnished,12,4,5,7,High,Yes,Yes,"Playground, Pool, Clubhouse, Gym, Garden",South,Builder,Ready_to_Move,1,26
214925,Uttarakhand,Dehradun,Locality_9,Villa,5,4713,196.86,4176.957352005093,Furnished,10,10,4,2,Medium,No,No,"Pool, Gym, Playground",North,Owner,Under_Construction,1,10
152441,Odisha,Bhubaneswar,Locality_432,Independent House,2,4458,455.53,10218.259309107223,Semi-furnished,4,11,3,1,Low,Yes,Yes,"Gym, Pool",North,Owner,Ready_to_Move,0,33
140429,Madhya Pradesh,Indore,Locality_3,Independent House,3,4361,406.0,9309.791332263243,Unfurnished,28,15,10,3,High,Yes,Yes,Gym,West,Broker,Ready_to_Move,1,31
232449,Andhra Pradesh,Vijayawada,Locality_434,Independent House,5,796,191.55,24064.070351758794,Semi-furnished,21,22,9,10,Low,No,No,"Playground, Garden, Pool",West,Broker,Ready_to_Move,0,15
39082,West Bengal,Durgapur,Locality_235,Independent House,2,2685,174.58,6502.048417132216,Semi-furnished,8,18,8,9,Medium,Yes,Yes,"Playground, Pool",North,Broker,Under_Construction,1,22
47027,Uttarakhand,Haridwar,Locality_165,Villa,5,4263,464.94,10906.4039408867,Furnished,15,7,10,1,High,No,Yes,"Pool, Garden, Clubhouse, Gym, Playground",East,Broker,Ready_to_Move,0,25
